trip_id,duration_sec,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_number,zip_code,subscriber_type,c_subscription_type,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,member_birth_year,member_gender,bike_share_for_all_trip,start_station_geom,end_station_geom
29012017121308271100,366,2017-12-13 08:27:11 UTC,Market St at Dolores St,86,2017-12-13 08:33:18 UTC,Market St at 10th St,58,2901,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1982,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
22822017121208031900,522,2017-12-12 08:03:19 UTC,17th St at Dolores St,107,2017-12-12 08:12:02 UTC,Market St at 10th St,58,2282,,Subscriber,Subscriber,37.7630152,-122.4264968,37.776619,-122.417385,1978,Male,,POINT(-122.4264968 37.7630152),POINT(-122.417385 37.776619)
15112017121108451700,484,2017-12-11 08:45:17 UTC,Union Square (Powell St at Post St),324,2017-12-11 08:53:22 UTC,Market St at 10th St,58,1511,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,1997,Male,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
13112017121017592800,340,2017-12-10 17:59:28 UTC,Market St at Dolores St,86,2017-12-10 18:05:09 UTC,Market St at 10th St,58,1311,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1986,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
11902017120818144600,931,2017-12-08 18:14:46 UTC,Townsend St at 5th St,80,2017-12-08 18:30:18 UTC,Market St at 10th St,58,1190,,Subscriber,Subscriber,37.7753058,-122.39738,37.776619,-122.417385,1987,Female,,POINT(-122.39738 37.7753058),POINT(-122.417385 37.776619)
13962017120812301700,636,2017-12-08 12:30:17 UTC,Howard St at 2nd St,25,2017-12-08 12:40:53 UTC,Market St at 10th St,58,1396,,Subscriber,Subscriber,37.787521780456245,-122.39740490913391,37.776619,-122.417385,1979,Male,,POINT(-122.397404909134 37.7875217804563),POINT(-122.417385 37.776619)
27362017120810390900,218,2017-12-08 10:39:09 UTC,Civic Center/UN Plaza BART Station (Market St at McAllister St),44,2017-12-08 10:42:47 UTC,Market St at 10th St,58,2736,,Subscriber,Subscriber,37.7810737,-122.4117382,37.776619,-122.417385,1979,Male,,POINT(-122.4117382 37.7810737),POINT(-122.417385 37.776619)
8052017120809184100,444,2017-12-08 09:18:41 UTC,Grove St at Divisadero,53,2017-12-08 09:26:06 UTC,Market St at 10th St,58,805,,Subscriber,Subscriber,37.775946,-122.4377775,37.776619,-122.417385,1986,Male,,POINT(-122.4377775 37.775946),POINT(-122.417385 37.776619)
15532017120809082900,926,2017-12-08 09:08:29 UTC,29th St at Church St,145,2017-12-08 09:23:55 UTC,Market St at 10th St,58,1553,,Subscriber,Subscriber,37.7436839,-122.4268059,37.776619,-122.417385,1984,Male,,POINT(-122.4268059 37.7436839),POINT(-122.417385 37.776619)
8762017120713120500,677,2017-12-07 13:12:05 UTC,Raymond Kimbell Playground,31,2017-12-07 13:23:22 UTC,Market St at 10th St,58,876,,Subscriber,Subscriber,37.783812709278124,-122.43455886840819,37.776619,-122.417385,1981,Male,,POINT(-122.434558868408 37.7838127092781),POINT(-122.417385 37.776619)
1362017120518204500,591,2017-12-05 18:20:45 UTC,5th at Folsom,321,2017-12-05 18:30:37 UTC,Market St at 10th St,58,136,,Subscriber,Subscriber,37.780145703455979,-122.40307085237873,37.776619,-122.417385,1986,Male,,POINT(-122.403070852379 37.780145703456),POINT(-122.417385 37.776619)
26572017120409454600,304,2017-12-04 09:45:46 UTC,Market St at Dolores St,86,2017-12-04 09:50:51 UTC,Market St at 10th St,58,2657,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,,,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
33262017120407541800,438,2017-12-04 07:54:18 UTC,Valencia St at 16th St,98,2017-12-04 08:01:36 UTC,Market St at 10th St,58,3326,,Subscriber,Subscriber,37.765052,-122.4218661,37.776619,-122.417385,1984,Male,,POINT(-122.4218661 37.765052),POINT(-122.417385 37.776619)
28532017120316052800,368,2017-12-03 16:05:28 UTC,11th St at Bryant St,88,2017-12-03 16:11:36 UTC,Market St at 10th St,58,2853,,Subscriber,Subscriber,37.7700298,-122.4117258,37.776619,-122.417385,1989,Male,,POINT(-122.4117258 37.7700298),POINT(-122.417385 37.776619)
16452017120119382100,607,2017-12-01 19:38:21 UTC,Mechanics Monument Plaza (Market St at Bush St),20,2017-12-01 19:48:28 UTC,Market St at 10th St,58,1645,,Subscriber,Subscriber,37.7913,-122.399051,37.776619,-122.417385,1985,Female,,POINT(-122.399051 37.7913),POINT(-122.417385 37.776619)
30172017120109451700,679,2017-12-01 09:45:17 UTC,Post St at Kearny St,19,2017-12-01 09:56:36 UTC,Market St at 10th St,58,3017,,Subscriber,Subscriber,37.788975,-122.403452,37.776619,-122.417385,1968,Male,,POINT(-122.403452 37.788975),POINT(-122.417385 37.776619)
30162017120108531400,502,2017-12-01 08:53:14 UTC,17th St at Valencia St,109,2017-12-01 09:01:36 UTC,Market St at 10th St,58,3016,,Subscriber,Subscriber,37.7633158,-122.4219039,37.776619,-122.417385,1970,Male,,POINT(-122.4219039 37.7633158),POINT(-122.417385 37.776619)
3102017120108420200,504,2017-12-01 08:42:02 UTC,Union Square (Powell St at Post St),324,2017-12-01 08:50:26 UTC,Market St at 10th St,58,310,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,1985,Male,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
11502017113018203400,785,2017-11-30 18:20:34 UTC,Folsom St at 3rd St,36,2017-11-30 18:33:39 UTC,Market St at 10th St,58,1150,,Subscriber,Subscriber,37.78383,-122.39887,37.776619,-122.417385,1992,Male,,POINT(-122.39887 37.78383),POINT(-122.417385 37.776619)
30602017113016430800,503,2017-11-30 16:43:08 UTC,Union Square (Powell St at Post St),324,2017-11-30 16:51:32 UTC,Market St at 10th St,58,3060,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,1987,Female,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
692017112918104900,811,2017-11-29 18:10:49 UTC,Howard St at 2nd St,25,2017-11-29 18:24:21 UTC,Market St at 10th St,58,69,,Subscriber,Subscriber,37.787521780456245,-122.39740490913391,37.776619,-122.417385,1985,Male,,POINT(-122.397404909134 37.7875217804563),POINT(-122.417385 37.776619)
28262017112817205100,1547,2017-11-28 17:20:51 UTC,18th St at Noe St,119,2017-11-28 17:46:38 UTC,Market St at 10th St,58,2826,,Customer,Customer,37.7610471,-122.4326417,37.776619,-122.417385,1987,Female,,POINT(-122.4326417 37.7610471),POINT(-122.417385 37.776619)
3712017112816551700,310,2017-11-28 16:55:17 UTC,Father Alfred E Boeddeker Park,34,2017-11-28 17:00:28 UTC,Market St at 10th St,58,371,,Subscriber,Subscriber,37.7839879,-122.412408,37.776619,-122.417385,1954,Male,,POINT(-122.412408 37.7839879),POINT(-122.417385 37.776619)
30732017112015345500,534,2017-11-20 15:34:55 UTC,Market St at Dolores St,86,2017-11-20 15:43:49 UTC,Market St at 10th St,58,3073,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1987,Female,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
25502017112012231200,429,2017-11-20 12:23:12 UTC,San Francisco Public Library (Grove St at Hyde St),43,2017-11-20 12:30:22 UTC,Market St at 10th St,58,2550,,Subscriber,Subscriber,37.7787677,-122.4159292,37.776619,-122.417385,1956,Male,,POINT(-122.4159292 37.7787677),POINT(-122.417385 37.776619)
28592017111714332500,180,2017-11-17 14:33:25 UTC,Civic Center/UN Plaza BART Station (Market St at McAllister St),44,2017-11-17 14:36:26 UTC,Market St at 10th St,58,2859,,Subscriber,Subscriber,37.7810737,-122.4117382,37.776619,-122.417385,1998,Male,,POINT(-122.4117382 37.7810737),POINT(-122.417385 37.776619)
31652017111710061400,992,2017-11-17 10:06:14 UTC,Valencia St at 24th St,134,2017-11-17 10:22:47 UTC,Market St at 10th St,58,3165,,Customer,Customer,37.7524278,-122.4206278,37.776619,-122.417385,,,,POINT(-122.4206278 37.7524278),POINT(-122.417385 37.776619)
12452017111608250300,647,2017-11-16 08:25:03 UTC,19th St at Florida St,124,2017-11-16 08:35:51 UTC,Market St at 10th St,58,1245,,Subscriber,Subscriber,37.7604469,-122.410807,37.776619,-122.417385,1983,Male,,POINT(-122.410807 37.7604469),POINT(-122.417385 37.776619)
11542017111518391800,352,2017-11-15 18:39:18 UTC,Market St at Dolores St,86,2017-11-15 18:45:10 UTC,Market St at 10th St,58,1154,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1975,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
29202017111514255200,267,2017-11-15 14:25:52 UTC,14th St at Mission St,97,2017-11-15 14:30:20 UTC,Market St at 10th St,58,2920,,Subscriber,Subscriber,37.7682646,-122.4201102,37.776619,-122.417385,1974,Male,,POINT(-122.4201102 37.7682646),POINT(-122.417385 37.776619)
31542017111020381400,526,2017-11-10 20:38:14 UTC,Union Square (Powell St at Post St),324,2017-11-10 20:47:01 UTC,Market St at 10th St,58,3154,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,1998,Male,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
16652017111018251500,748,2017-11-10 18:25:15 UTC,Valencia St at 24th St,134,2017-11-10 18:37:43 UTC,Market St at 10th St,58,1665,,Subscriber,Subscriber,37.7524278,-122.4206278,37.776619,-122.417385,1993,Male,,POINT(-122.4206278 37.7524278),POINT(-122.417385 37.776619)
22262017111013395500,850,2017-11-10 13:39:55 UTC,Valencia St at Cesar Chavez St,141,2017-11-10 13:54:05 UTC,Market St at 10th St,58,2226,,Subscriber,Subscriber,37.7479981,-122.4202187,37.776619,-122.417385,1974,Female,,POINT(-122.4202187 37.7479981),POINT(-122.417385 37.776619)
2362017110920500400,693,2017-11-09 20:50:04 UTC,Howard St at 2nd St,25,2017-11-09 21:01:37 UTC,Market St at 10th St,58,236,,Subscriber,Subscriber,37.787521780456245,-122.39740490913391,37.776619,-122.417385,1986,Male,,POINT(-122.397404909134 37.7875217804563),POINT(-122.417385 37.776619)
10642017110906424800,483,2017-11-09 06:42:48 UTC,16th St Mission BART Station 2,223,2017-11-09 06:50:52 UTC,Market St at 10th St,58,1064,,Subscriber,Subscriber,37.7647652154977,-122.42009103298186,37.776619,-122.417385,1983,Male,,POINT(-122.420091032982 37.7647652154977),POINT(-122.417385 37.776619)
27882017110906253800,547,2017-11-09 06:25:38 UTC,Valencia St at 21st St,127,2017-11-09 06:34:46 UTC,Market St at 10th St,58,2788,,Subscriber,Subscriber,37.7567083,-122.421025,37.776619,-122.417385,1978,Male,,POINT(-122.421025 37.7567083),POINT(-122.417385 37.776619)
1562017110816483800,713,2017-11-08 16:48:38 UTC,Post St at Kearny St,19,2017-11-08 17:00:32 UTC,Market St at 10th St,58,156,,Subscriber,Subscriber,37.788975,-122.403452,37.776619,-122.417385,1990,Male,,POINT(-122.403452 37.788975),POINT(-122.417385 37.776619)
31142017110808420600,545,2017-11-08 08:42:06 UTC,Dolores St at 15th St,96,2017-11-08 08:51:11 UTC,Market St at 10th St,58,3114,,Subscriber,Subscriber,37.7662102,-122.4266136,37.776619,-122.417385,1979,Female,,POINT(-122.4266136 37.7662102),POINT(-122.417385 37.776619)
16542017110707353800,563,2017-11-07 07:35:38 UTC,Valencia St at 21st St,127,2017-11-07 07:45:01 UTC,Market St at 10th St,58,1654,,Subscriber,Subscriber,37.7567083,-122.421025,37.776619,-122.417385,1990,Male,,POINT(-122.421025 37.7567083),POINT(-122.417385 37.776619)
2302017110609111500,856,2017-11-06 09:11:15 UTC,29th St at Tiffany Ave,147,2017-11-06 09:25:31 UTC,Market St at 10th St,58,230,,Subscriber,Subscriber,37.7440667,-122.4214722,37.776619,-122.417385,1992,Male,,POINT(-122.4214722 37.7440667),POINT(-122.417385 37.776619)
27562017110416385000,1294,2017-11-04 16:38:50 UTC,29th St at Church St,145,2017-11-04 17:00:24 UTC,Market St at 10th St,58,2756,,Subscriber,Subscriber,37.7436839,-122.4268059,37.776619,-122.417385,1971,Male,,POINT(-122.4268059 37.7436839),POINT(-122.417385 37.776619)
28552017110308532100,389,2017-11-03 08:53:21 UTC,Dolores St at 15th St,96,2017-11-03 08:59:51 UTC,Market St at 10th St,58,2855,,Subscriber,Subscriber,37.7662102,-122.4266136,37.776619,-122.417385,1991,Male,,POINT(-122.4266136 37.7662102),POINT(-122.417385 37.776619)
18792017102706342200,366,2017-10-27 06:34:22 UTC,Sanchez St at 15th St,95,2017-10-27 06:40:28 UTC,Market St at 10th St,58,1879,,Subscriber,Subscriber,37.7662185,-122.4310597,37.776619,-122.417385,1980,Male,,POINT(-122.4310597 37.7662185),POINT(-122.417385 37.776619)
862017102609331800,430,2017-10-26 09:33:18 UTC,Valencia St at 16th St,98,2017-10-26 09:40:28 UTC,Market St at 10th St,58,86,,Subscriber,Subscriber,37.765052,-122.4218661,37.776619,-122.417385,1983,Male,,POINT(-122.4218661 37.765052),POINT(-122.417385 37.776619)
27742017102416173500,736,2017-10-24 16:17:35 UTC,Union Square (Powell St at Post St),324,2017-10-24 16:29:51 UTC,Market St at 10th St,58,2774,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,,,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
10762017102406400300,891,2017-10-24 06:40:03 UTC,Spear St at Folsom St,24,2017-10-24 06:54:54 UTC,Market St at 10th St,58,1076,,Subscriber,Subscriber,37.7896767,-122.3904285,37.776619,-122.417385,1988,Male,,POINT(-122.3904285 37.7896767),POINT(-122.417385 37.776619)
31402017102309174100,735,2017-10-23 09:17:41 UTC,Townsend St at 5th St,80,2017-10-23 09:29:57 UTC,Market St at 10th St,58,3140,,Subscriber,Subscriber,37.7753058,-122.39738,37.776619,-122.417385,1981,Male,,POINT(-122.39738 37.7753058),POINT(-122.417385 37.776619)
18402017102215292100,763,2017-10-22 15:29:21 UTC,Union Square (Powell St at Post St),324,2017-10-22 15:42:05 UTC,Market St at 10th St,58,1840,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,1994,Female,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
16772017102011535000,634,2017-10-20 11:53:50 UTC,Cyril Magnin St at Ellis St,4,2017-10-20 12:04:24 UTC,Market St at 10th St,58,1677,,Subscriber,Subscriber,37.785880626941328,-122.4089150084319,37.776619,-122.417385,1991,Male,,POINT(-122.408915008432 37.7858806269413),POINT(-122.417385 37.776619)
24972017101922382800,402,2017-10-19 22:38:28 UTC,Sanchez St at 15th St,95,2017-10-19 22:45:10 UTC,Market St at 10th St,58,2497,,Subscriber,Subscriber,37.7662185,-122.4310597,37.776619,-122.417385,1990,Male,,POINT(-122.4310597 37.7662185),POINT(-122.417385 37.776619)
26862017101916382200,304,2017-10-19 16:38:22 UTC,Market St at Dolores St,86,2017-10-19 16:43:27 UTC,Market St at 10th St,58,2686,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1982,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
26222017101906520600,813,2017-10-19 06:52:06 UTC,1st St at Folsom St,26,2017-10-19 07:05:40 UTC,Market St at 10th St,58,2622,,Subscriber,Subscriber,37.78729,-122.39438,37.776619,-122.417385,1988,Male,,POINT(-122.39438 37.78729),POINT(-122.417385 37.776619)
23792017101809432800,456,2017-10-18 09:43:28 UTC,17th St at Valencia St,109,2017-10-18 09:51:04 UTC,Market St at 10th St,58,2379,,Subscriber,Subscriber,37.7633158,-122.4219039,37.776619,-122.417385,1987,Other,,POINT(-122.4219039 37.7633158),POINT(-122.417385 37.776619)
23682017101809161700,585,2017-10-18 09:16:17 UTC,Townsend St at 5th St,80,2017-10-18 09:26:03 UTC,Market St at 10th St,58,2368,,Subscriber,Subscriber,37.7753058,-122.39738,37.776619,-122.417385,1981,Male,,POINT(-122.39738 37.7753058),POINT(-122.417385 37.776619)
8402017101709385500,714,2017-10-17 09:38:55 UTC,Rhode Island St at 17th St,114,2017-10-17 09:50:50 UTC,Market St at 10th St,58,840,,Subscriber,Subscriber,37.7644783,-122.4025701,37.776619,-122.417385,,,,POINT(-122.4025701 37.7644783),POINT(-122.417385 37.776619)
27412017101707392900,421,2017-10-17 07:39:29 UTC,Valencia St at 16th St,98,2017-10-17 07:46:30 UTC,Market St at 10th St,58,2741,,Subscriber,Subscriber,37.765052,-122.4218661,37.776619,-122.417385,1983,Male,,POINT(-122.4218661 37.765052),POINT(-122.417385 37.776619)
28872017101500340900,721,2017-10-15 00:34:09 UTC,Howard St at 2nd St,25,2017-10-15 00:46:10 UTC,Market St at 10th St,58,2887,,Customer,Customer,37.787521780456245,-122.39740490913391,37.776619,-122.417385,,,,POINT(-122.397404909134 37.7875217804563),POINT(-122.417385 37.776619)
27712017101500071200,352,2017-10-15 00:07:12 UTC,17th St at Valencia St,109,2017-10-15 00:13:05 UTC,Market St at 10th St,58,2771,,Subscriber,Subscriber,37.7633158,-122.4219039,37.776619,-122.417385,1987,Male,,POINT(-122.4219039 37.7633158),POINT(-122.417385 37.776619)
26032017101409511700,850,2017-10-14 09:51:17 UTC,Clay St at Battery St,14,2017-10-14 10:05:27 UTC,Market St at 10th St,58,2603,,Customer,Customer,37.795001,-122.39997,37.776619,-122.417385,1994,Male,,POINT(-122.39997 37.795001),POINT(-122.417385 37.776619)
22622017101209245500,769,2017-10-12 09:24:55 UTC,Franklin Square,113,2017-10-12 09:37:45 UTC,Market St at 10th St,58,2262,,Subscriber,Subscriber,37.764555,-122.410345,37.776619,-122.417385,1971,Female,,POINT(-122.410345 37.764555),POINT(-122.417385 37.776619)
30832017101108475500,564,2017-10-11 08:47:55 UTC,Raymond Kimbell Playground,31,2017-10-11 08:57:19 UTC,Market St at 10th St,58,3083,,Subscriber,Subscriber,37.783812709278124,-122.43455886840819,37.776619,-122.417385,1985,Male,,POINT(-122.434558868408 37.7838127092781),POINT(-122.417385 37.776619)
27982017100920094200,656,2017-10-09 20:09:42 UTC,16th St Mission BART Station 2,223,2017-10-09 20:20:38 UTC,Market St at 10th St,58,2798,,Subscriber,Subscriber,37.7647652154977,-122.42009103298186,37.776619,-122.417385,1991,Male,,POINT(-122.420091032982 37.7647652154977),POINT(-122.417385 37.776619)
2172017100908484900,559,2017-10-09 08:48:49 UTC,Raymond Kimbell Playground,31,2017-10-09 08:58:09 UTC,Market St at 10th St,58,217,,Subscriber,Subscriber,37.783812709278124,-122.43455886840819,37.776619,-122.417385,1985,Male,,POINT(-122.434558868408 37.7838127092781),POINT(-122.417385 37.776619)
21312017100813562400,1393,2017-10-08 13:56:24 UTC,Washington St at Kearny St,10,2017-10-08 14:19:38 UTC,Market St at 10th St,58,2131,,Customer,Customer,37.795392937254519,-122.40477025508881,37.776619,-122.417385,,,,POINT(-122.404770255089 37.7953929372545),POINT(-122.417385 37.776619)
25982017100813540200,709,2017-10-08 13:54:02 UTC,14th St at Mission St,97,2017-10-08 14:05:51 UTC,Market St at 10th St,58,2598,,Customer,Customer,37.7682646,-122.4201102,37.776619,-122.417385,,,,POINT(-122.4201102 37.7682646),POINT(-122.417385 37.776619)
29802017100609131100,288,2017-10-06 09:13:11 UTC,Church St at Duboce Ave,85,2017-10-06 09:17:59 UTC,Market St at 10th St,58,2980,,Subscriber,Subscriber,37.7700831,-122.4291557,37.776619,-122.417385,1985,Male,,POINT(-122.4291557 37.7700831),POINT(-122.417385 37.776619)
27682017100608294300,458,2017-10-06 08:29:43 UTC,Mission Playground,121,2017-10-06 08:37:21 UTC,Market St at 10th St,58,2768,,Subscriber,Subscriber,37.7592103,-122.4213392,37.776619,-122.417385,1978,Male,,POINT(-122.4213392 37.7592103),POINT(-122.417385 37.776619)
832017100408143700,897,2017-10-04 08:14:37 UTC,Spear St at Folsom St,24,2017-10-04 08:29:35 UTC,Market St at 10th St,58,83,,Subscriber,Subscriber,37.7896767,-122.3904285,37.776619,-122.417385,1988,Male,,POINT(-122.3904285 37.7896767),POINT(-122.417385 37.776619)
24792017100407021000,457,2017-10-04 07:02:10 UTC,Union Square (Powell St at Post St),324,2017-10-04 07:09:47 UTC,Market St at 10th St,58,2479,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,1979,Male,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
29272017100215142400,401,2017-10-02 15:14:24 UTC,Market St at Dolores St,86,2017-10-02 15:21:06 UTC,Market St at 10th St,58,2927,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1987,Female,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
27572017092818590400,1242,2017-09-28 18:59:04 UTC,Jersey St at Castro St,137,2017-09-28 19:19:47 UTC,Market St at 10th St,58,2757,,Customer,Customer,37.750506,-122.4339496,37.776619,-122.417385,1969,Female,,POINT(-122.4339496 37.750506),POINT(-122.417385 37.776619)
28042017092814273700,277,2017-09-28 14:27:37 UTC,Civic Center/UN Plaza BART Station (Market St at McAllister St),44,2017-09-28 14:32:15 UTC,Market St at 10th St,58,2804,,Subscriber,Subscriber,37.7810737,-122.4117382,37.776619,-122.417385,1992,Male,,POINT(-122.4117382 37.7810737),POINT(-122.417385 37.776619)
7982017092709400700,649,2017-09-27 09:40:07 UTC,Townsend St at 5th St,80,2017-09-27 09:50:56 UTC,Market St at 10th St,58,798,,Subscriber,Subscriber,37.7753058,-122.39738,37.776619,-122.417385,1988,Male,,POINT(-122.39738 37.7753058),POINT(-122.417385 37.776619)
4232017092708442000,743,2017-09-27 08:44:20 UTC,Precita Park,144,2017-09-27 08:56:43 UTC,Market St at 10th St,58,423,,Subscriber,Subscriber,37.7472996,-122.4114029,37.776619,-122.417385,1989,Male,,POINT(-122.4114029 37.7472996),POINT(-122.417385 37.776619)
25772017092619274700,320,2017-09-26 19:27:47 UTC,Father Alfred E Boeddeker Park,34,2017-09-26 19:33:08 UTC,Market St at 10th St,58,2577,,Subscriber,Subscriber,37.7839879,-122.412408,37.776619,-122.417385,1954,Male,,POINT(-122.412408 37.7839879),POINT(-122.417385 37.776619)
23782017092616315100,582,2017-09-26 16:31:51 UTC,Union Square (Powell St at Post St),324,2017-09-26 16:41:34 UTC,Market St at 10th St,58,2378,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,1987,Female,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
